Teams,Coach Name,Conference,,Wins,Losses,Games Dropping D2,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,Points_RANK,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3_RANK,% of shots taken from 3,% of shots taken from 3_RANK,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G_RANK,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,OReb chances,OReb chances Rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,Extra Scoring Chances,Extra Scoring Chances Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_rank,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,OReb-Top7-Total,DReb-Top7-Total,AST-Top7-Total,TO-Top7-Total,STL-Top7-Total,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,Start Percentage top 7,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank,5 Year coach gap,5 Year coach gap rank,Average Ranking,Statistical Strength 
Miami OH,Travis Steele,MAC,,1,0,1,1,-2,0,1,87,N/A,15,29,58,58,0.5,N/A,29,N/A,7,24,0.291666666666667,N/A,7,N/A,0.241379310344828,N/A,0.413793103448276,N/A,22,27,0.814814814814815,N/A,22,N/A,0.46551724137931,N/A,121.372767857143,N/A,1.04838709677419,N/A,8,N/A,0.25,N/A,25,N/A,33,N/A,0.532258064516129,N/A,11,N/A,0.379310344827586,N/A,12,N/A,9,N/A,17,N/A,6,N/A,10,N/A,28,N/A,13,N/A,42,N/A,72,N/A,25,53,53,0.471698113207547,N/A,25,N/A,9,21,0.428571428571429,N/A,9,N/A,0.375,N/A,0.39622641509434,N/A,0.983333333333333,N/A,5,N/A,0.166666666666667,N/A,24,N/A,29,N/A,13,N/A,0.52,N/A,19,N/A,23,N/A,7,N/A,6,N/A,24,N/A,27,54,7,24,22,27,0.5,0.291666666666667,0.814814814814815,7,20,27,11,10,9,7,20,11,10,9,83,0.931,0.931,1,1,1,1,1,1,1,0.875,0.8,0.8182,1,0.8333,1,0.954,1,-0.324205227312,-0.324205227312,-0.324205227312,–,-0.324205227312,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5354,152,47.067273577,122,15.433,206,0,88,160,192
Michigan,Dusty May,Big Ten,,1,0,1,1,11,0,0,121,N/A,43,45,70,70,0.642857142857143,N/A,45,N/A,19,35,0.542857142857143,N/A,19,N/A,0.471074380165289,N/A,0.5,N/A,12,13,0.923076923076923,N/A,12,N/A,0.185714285714286,N/A,156.573498964803,N/A,1.51388888888889,N/A,6,N/A,0.260869565217391,N/A,34,N/A,40,N/A,0.645161290322581,N/A,29,N/A,0.644444444444444,N/A,8,N/A,3,N/A,15,N/A,-4,N/A,4,N/A,19,N/A,10,N/A,46,N/A,78,N/A,27,64,64,0.421875,N/A,27,N/A,11,26,0.423076923076923,N/A,11,N/A,0.423076923076923,N/A,0.40625,N/A,0.970149253731343,N/A,5,N/A,0.128205128205128,N/A,17,N/A,22,N/A,11,N/A,0.407407407407407,N/A,11,N/A,11,N/A,4,N/A,6,N/A,26,N/A,39,58,14,27,7,7,0.672413793103448,0.518518518518519,1,4,28,32,27,6,1,4,28,27,6,1,99,0.8667,0.8286,0.7368,0.7714,0.5833,0.5385,1.046,0.9552,1.0833,0.6667,0.8235,0.8,0.931,0.75,0.3333,0.8182,1,52.1385983201043,52.1385983201043,52.1385983201043,–,52.1385983201043,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.7368,35,122.774916549229,21,58.895,24,0,88,26.6666666666667,11
Michigan St.,Tom Izzo,Big Ten,,2,0,2,1,23,0,0,74.5,N/A,7,50,121,60.5,0.413223140495868,N/A,25,N/A,7,35,0.2,N/A,3.5,N/A,0.140939597315436,N/A,0.289256198347107,N/A,42,63,0.666666666666667,N/A,21,N/A,0.520661157024793,N/A,118.744022951865,N/A,1,N/A,19,N/A,0.475,N/A,27,N/A,46,N/A,0.613333333333333,N/A,18,N/A,0.72,N/A,12,N/A,7.5,N/A,13.5,N/A,10.5,N/A,12.5,N/A,13,N/A,17,N/A,37,N/A,67.5,N/A,49,113,56.5,0.433628318584071,N/A,24.5,N/A,18,57,0.315789473684211,N/A,9,N/A,0.4,N/A,0.504424778761062,N/A,1.91735537190083,N/A,8,N/A,0.228571428571429,N/A,21,N/A,29,N/A,15,N/A,0.612244897959184,N/A,13.5,N/A,24,N/A,15.5,N/A,16,N/A,29,N/A,46,106,5,26,42,63,0.433962264150943,0.192307692307692,0.666666666666667,17,23.5,40.5,16.5,5.5,7.5,34,47,33,11,15,69.5,0.92,0.876,0.7143,0.7429,1,1,1.0502,0.9615,1,0.8947,0.8704,0.8804,0.9167,0.4583,1,0.9329,0.9,-1.11680283832015,-21.3501762485864,19.1165705719461,28.6143110893577,-2.2336056766403,0,2,0,135,0,2,0,96,3,7,42.8571428571429,121,-3,325,3,105,8,16,0,106,5,358,3,332,1,254,1,38,1,0,0.333333333333333,63,0.7099,43,329.281750667207,1,84.604,6,-5,317,138.285714285714,142
Middle Tennessee,Nick McDevitt,CUSA,,0,0,1,0,4,0,1,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4537,248,8.34548516853333,312,27.162,113,199,2,224.333333333333,278
Milwaukee,Bart Lundy,Horizon,,2,1,3,0.666666666666667,4,0,1,86,77,4.6666666666667,86,190,63.3333333333333,0.452631578947368,147,28.6666666666667,101,30,77,0.38961038961039,75,10,55,0.348837209302326,105,0.405263157894737,170,56,84,0.666666666666667,238,18.6666666666667,105,0.442105263157895,115,125.461972378915,84,1.11602209944751,88,12.3333333333333,130,0.313559322033898,171,24.3333333333333,182,36.6666666666666,163,0.478260869565217,216,16,104,0.55813953488372,139,9.33333333333333,62,8.33333333333333,104,20,222,1,137,5.33333333333327,89,22,40,25.3333333333333,8,34.6666666666667,143,81.3333333333333,245,81,183,61,0.442622950819672,196,27,259,22,60,0.366666666666667,253,7.33333333333333,224,0.270491803278689,198,0.327868852459016,83,3.2093023255814,345,13,246,0.348214285714286,249,27,236,40,254,14.6666666666667,216,0.543209876543211,161,15.3333333333333,86,21,85,11.6666666666667,119,17,306,36,233,71,154,27,68,39,60,0.461038961038961,0.397058823529412,0.65,12.3333333333333,16.3333333333333,28.6666666666666,11.3333333333333,4.33333333333333,6,37,49,34,13,18,69.3333333333333,0.8256,0.8105,0.9,0.8831,0.6964,0.7143,1.0186,1.0191,0.975,1,0.6712,0.7818,0.7083,0.4643,0.72,0.8062,1,-5.474356973562,-17.087810227932,55.548670455228,39.0186718104324,32.986503253734,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.625,77,54.41959091,100,20.544,160,0,88,158.326086956522,189
Minnesota,Niko Medved,Big Ten,,2,0,2,1,10,0,1,91,N/A,36,59,115,57.5,0.51304347826087,N/A,29.5,N/A,12,37,0.324324324324324,N/A,6,N/A,0.197802197802198,N/A,0.321739130434783,N/A,52,67,0.776119402985075,N/A,26,N/A,0.582608695652174,N/A,136.965683323299,N/A,1.18181818181818,N/A,15.5,N/A,0.476923076923077,N/A,32,N/A,47.5,N/A,0.633333333333333,N/A,22.5,N/A,0.76271186440678,N/A,13,N/A,9.5,N/A,17.5,N/A,5.5,N/A,7,N/A,24,N/A,17.5,N/A,47,N/A,55,N/A,38,113,56.5,0.336283185840708,N/A,19,N/A,9,27,0.333333333333333,N/A,4.5,N/A,0.245454545454545,N/A,0.238938053097345,N/A,1.44067796610169,N/A,10.5,N/A,0.247058823529412,N/A,17,N/A,27.5,N/A,9,N/A,0.473684210526316,N/A,15,N/A,23,N/A,11,N/A,8,N/A,24,N/A,54,104,11,35,47,61,0.519230769230769,0.314285714285714,0.770491803278689,13,28.5,41.5,20.5,11.5,8,26,57,41,23,16,83,0.9153,0.9043,0.9167,0.9459,0.9038,0.9104,1.0121,0.969,0.9927,0.8387,0.8906,0.8737,0.9111,0.8846,0.8421,0.9121,1,14.5863254221036,5.98037937138795,23.1922714728192,12.1706456219732,29.1726508442072,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,68.6052873481179,69,-9.18,362,0,88,144,156
Mississippi,Chris Beard,SEC,,2,0,2,1,23,0,0,87,N/A,25.5,59,120,60,0.491666666666667,N/A,29.5,N/A,22,55,0.4,N/A,11,N/A,0.379310344827586,N/A,0.458333333333333,N/A,34,43,0.790697674418605,N/A,17,N/A,0.358333333333333,N/A,128.927089508002,N/A,1.16666666666667,N/A,11.5,N/A,0.353846153846154,N/A,32,N/A,43.5,N/A,0.587837837837838,N/A,17.5,N/A,0.593220338983051,N/A,11.5,N/A,8,N/A,20,N/A,-3,N/A,4.5,N/A,18.5,N/A,13.5,N/A,30,N/A,61.5,N/A,40,112,56,0.357142857142857,N/A,20,N/A,18,59,0.305084745762712,N/A,9,N/A,0.439024390243902,N/A,0.526785714285714,N/A,1.68965517241379,N/A,9.5,N/A,0.228915662650602,N/A,21,N/A,30.5,N/A,13,N/A,0.65,N/A,14,N/A,17,N/A,14,N/A,11.5,N/A,18,N/A,48,96,18,43,28,37,0.5,0.418604651162791,0.756756756756757,4.5,17,21.5,12.5,8,4.5,9,34,25,16,9,71,0.8136,0.8,0.8182,0.7818,0.8235,0.8605,1.0169,1.0465,0.9571,0.3913,0.5313,0.4943,0.7143,0.6957,0.5625,0.8161,1,-16.1496243960473,-36.2125137330191,3.91326494092458,28.3732102007361,-32.2992487920945,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6571,66,146.875335940095,13,25.285,128,0,88,69,38
Mississippi St.,Chris Jans,SEC,,1,1,2,0.5,41,1,1,83,N/A,4,60,129,64.5,0.465116279069767,N/A,30,N/A,19,54,0.351851851851852,N/A,9.5,N/A,0.343373493975904,N/A,0.418604651162791,N/A,27,38,0.710526315789474,N/A,13.5,N/A,0.294573643410853,N/A,118.673148412925,N/A,1.0859375,N/A,17,N/A,0.453333333333333,N/A,28,N/A,45,N/A,0.573248407643312,N/A,14.5,N/A,0.483333333333333,N/A,16.5,N/A,6.5,N/A,16,N/A,1.5,N/A,-1.5,N/A,11,N/A,15,N/A,36,N/A,79,N/A,60,135,67.5,0.444444444444444,N/A,30,N/A,12,41,0.292682926829268,N/A,6,N/A,0.227848101265823,N/A,0.303703703703704,N/A,1.85915492957746,N/A,13,N/A,0.317073170731707,N/A,20.5,N/A,33.5,N/A,14,N/A,0.466666666666667,N/A,11,N/A,17.5,N/A,20,N/A,9.5,N/A,40,N/A,41,92,13,37,25,32,0.445652173913043,0.351351351351351,0.78125,18,15.5,33.5,13.5,4.5,5.5,36,31,27,9,11,60,0.6833,0.7132,0.6842,0.6852,0.9259,0.8421,0.9582,0.9986,1.0995,1.0588,0.5536,0.7444,0.931,0.2727,0.8462,0.7229,0.9,-17.2071762241383,-29.4363464963483,-4.97800595192829,17.2946584555293,-34.4143524482766,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6095,88,81.4639158263714,49,43.439,53,0,88,63.3333333333333,34
Mississippi Valley St.,George Ivory,SWAC,,1,2,2,0.333333333333333,-10,0,1,57.5,324,-49.5,35,115,57.5,0.304347826086957,342,17.5,342,9,36,0.25,291,4.5,299,0.234782608695652,267,0.31304347826087,294,36,40,0.9,11,18,113,0.347826086956522,199,71.9469469469469,348,0.548611111111111,349,10,222,0.246913580246914,275,28,77,38,129,0.444444444444444,278,8,316,0.457142857142857,259,24.5,364,6,208,23,308,-7,316,-25,364,9,298,12.5,124,18,344,107,360,75,153,51,0.490196078431373,276,25,209,24,69,0.347826086956522,230,8,248,0.224299065420561,135,0.450980392156863,277,2.97435897435897,329,17,336,0.377777777777778,288,30.5,315,47.5,345,22.5,352,0.9,308,6.5,338,16,251,34.5,365,25.5,356,47,341,30,99,9,34,32,34,0.303030303030303,0.264705882352941,0.941176470588235,5,15.5,20.5,6,19,5.5,10,31,12,38,11,50.5,0.8571,0.8609,1,0.9444,0.8889,0.85,0.9957,1.0588,1.0458,0.5,0.5536,0.5395,0.75,0.7755,0.9167,0.8783,1,5.30843074139681,-0.649970113877177,11.2668315966708,8.42645129958392,10.6168614827936,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.1031,348,-76.2336567393177,365,4.374,344,0,88,278.717391304348,337
Missouri,Dennis Gates,SEC,,2,0,2,1,9,0,0,88.5,N/A,13,66,115,57.5,0.573913043478261,N/A,33,N/A,16,34,0.470588235294118,N/A,8,N/A,0.271186440677966,N/A,0.295652173913043,N/A,29,52,0.557692307692308,N/A,14.5,N/A,0.452173913043478,N/A,128.484320557491,N/A,1.184,N/A,12.5,N/A,0.396825396825397,N/A,26,N/A,38.5,N/A,0.557971014492754,N/A,14.5,N/A,0.439393939393939,N/A,17.5,N/A,8,N/A,17,N/A,5.5,N/A,-2,N/A,16,N/A,20.5,N/A,46,N/A,75.5,N/A,51,125,62.5,0.408,N/A,25.5,N/A,21,59,0.355932203389831,N/A,10.5,N/A,0.417218543046358,N/A,0.472,N/A,1.7956204379562,N/A,11.5,N/A,0.306666666666667,N/A,19,N/A,30.5,N/A,15.5,N/A,0.607843137254902,N/A,14.5,N/A,22.5,N/A,12.5,N/A,6,N/A,22,N/A,57,98,12,26,27,50,0.581632653061224,0.461538461538462,0.54,8,21.5,29.5,12,16,7.5,16,43,24,32,15,76.5,0.8636,0.8522,0.75,0.7647,0.931,0.9615,1.0135,0.9808,0.9683,0.64,0.8269,0.7662,0.8276,0.9143,0.9375,0.8644,1,-27.373093572062,-48.413220798158,-6.332966345966,29.7552332772004,-54.746187144124,3,4,75,12,0,1,0,96,9,11,81.8181818181818,42,4,29,2,122,3,103,0,106,1,265,3,332,3,334,2,12,0,0,0.666666666666667,46,0.5534,137,50.2261301408,113,25.617,125,0,88,130.571428571429,121
Missouri St.,Cuonzo Martin,CUSA,,0,0,1,0,-1,0,1,0,N/A,0,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.2813,330,29.8155771772,193,17.611,180,0,88,234.333333333333,286
Monmouth,King Rice,CAA,,1,1,1,0.5,-10,0,1,60,N/A,-13,22,52,52,0.423076923076923,N/A,22,N/A,5,21,0.238095238095238,N/A,5,N/A,0.25,N/A,0.403846153846154,N/A,11,17,0.647058823529412,N/A,11,N/A,0.326923076923077,N/A,97.0245795601552,N/A,0.859649122807018,N/A,11,N/A,0.323529411764706,N/A,24,N/A,35,N/A,0.448717948717949,N/A,13,N/A,0.590909090909091,N/A,16,N/A,6,N/A,21,N/A,-6,N/A,-13,N/A,15,N/A,6,N/A,26,N/A,73,N/A,23,62,31,0.370967741935484,N/A,11.5,N/A,6,18,0.333333333333333,N/A,3,N/A,0.123287671232877,N/A,0.290322580645161,N/A,1.92592592592593,N/A,20,N/A,0.454545454545455,N/A,23,N/A,43,N/A,17,N/A,1.47826086956522,N/A,12,N/A,15,N/A,23,N/A,14,N/A,30,N/A,21,49,5,21,9,15,0.428571428571429,0.238095238095238,0.6,8,19,27,12,14,6,8,19,12,14,6,56,0.9545,0.9423,1,1,0.8182,0.8824,1.013,1,0.9273,0.7273,0.7917,0.7714,0.9231,0.875,1,0.9333,0.8,-5.78163863535133,-5.78163863535133,-5.78163863535133,–,-5.78163863535133,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4911,216,12.3131194648667,298,14.514,215,83,22,243,299
Montana,Travis DeCuire,Big Sky,,2,1,1,0.666666666666667,14,0,1,68,245,-23,23,51,51,0.450980392156863,150,23,255,6,20,0.3,215,6,246,0.264705882352941,231,0.392156862745098,193,16,17,0.941176470588235,5,16,155,0.333333333333333,216,93.0996714129244,290,0.787878787878788,300,5,340,0.178571428571429,332,31,33,36,169,0.48,213,10,285,0.434782608695652,278,20,352,2,343,12,30,2,112,-26,365,9,298,7,254,32,168,91,309,36,79,26.3333333333333,0.455696202531646,225,12,36,10,29,0.344827586206897,227,3.33333333333333,54,0.10989010989011,36,0.367088607594937,132,2.70329670329671,314,16,323,0.340425531914894,228,23,122,39,231,13,152,1.08333333333333,330,5,348,14,297,27,349,17,306,48,344,23,43,6,17,15,15,0.534883720930233,0.352941176470588,1,4,25,29,10,20,2,4,25,10,20,2,67,1,0.8431,1,0.85,0.9375,0.8824,1.186,1.1765,1.0625,0.8,0.8065,0.8056,1,1,1,0.9853,1,6.70859629433382,6.70859629433382,6.70859629433382,–,6.70859629433382,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.625,77,88.3937730635152,41,40.969,60,-19,330,216.782608695652,270
Montana St.,Matt Logie,Big Sky,,0,1,1,0,-13,0,1,78,N/A,-6,29,56,56,0.517857142857143,N/A,29,N/A,7,20,0.35,N/A,7,N/A,0.269230769230769,N/A,0.357142857142857,N/A,13,17,0.764705882352941,N/A,13,N/A,0.303571428571429,N/A,116.906474820144,N/A,1.0655737704918,N/A,6,N/A,0.214285714285714,N/A,20,N/A,26,N/A,0.440677966101695,N/A,8,N/A,0.275862068965517,N/A,11,N/A,3,N/A,27,N/A,-11,N/A,-7,N/A,11,N/A,0,N/A,32,N/A,84,N/A,27,52,52,0.519230769230769,N/A,27,N/A,3,12,0.25,N/A,3,N/A,0.107142857142857,N/A,0.230769230769231,N/A,1.09615384615385,N/A,11,N/A,0.354838709677419,N/A,22,N/A,33,N/A,17,N/A,0.62962962962963,N/A,9,N/A,16,N/A,13,N/A,16,N/A,36,N/A,27,52,7,18,10,13,0.519230769230769,0.388888888888889,0.769230769230769,5,13,18,8,9,3,5,13,8,9,3,71,0.931,0.9286,1,0.9,0.7692,0.7647,1.0027,1.1111,1.0059,0.8333,0.65,0.6923,1,0.8182,1,0.9103,1,25.859460413252,25.859460413252,25.859460413252,–,25.859460413252,3,9,33.3333333333333,96,0,4,0,96,3,3,100,1,-5,339,4,76,4,77,1,70,0,1,1,250,0,1,0,90,0,0,0,77,0.4638,237,19.6576912796,255,38.671,65,0,88,118.142857142857,96
Morehead St.,Jonathan Mattox,Ohio Valley,,1,1,1,0.5,-16,0,1,65,N/A,-16,22,63,63,0.349206349206349,N/A,22,N/A,7,31,0.225806451612903,N/A,7,N/A,0.323076923076923,N/A,0.492063492063492,N/A,14,17,0.823529411764706,N/A,14,N/A,0.26984126984127,N/A,84.2405391394505,N/A,0.71830985915493,N/A,11,N/A,0.268292682926829,N/A,23,N/A,34,N/A,0.390804597701149,N/A,9,N/A,0.409090909090909,N/A,19,N/A,13,N/A,25,N/A,-11,N/A,-12,N/A,24,N/A,14,N/A,28,N/A,81,N/A,28,70,35,0.4,N/A,14,N/A,7,24,0.291666666666667,N/A,3.5,N/A,0.12962962962963,N/A,0.342857142857143,N/A,2.03225806451613,N/A,23,N/A,0.5,N/A,30,N/A,53,N/A,15,N/A,1.07142857142857,N/A,19,N/A,14,N/A,20,N/A,24,N/A,38,N/A,21,52,7,24,14,17,0.403846153846154,0.291666666666667,0.823529411764706,8,14,22,9,12,12,8,14,9,12,12,63,0.9545,0.8254,1,0.7742,1,1,1.1565,1.2917,1,0.7273,0.6087,0.6471,1,0.6316,0.9231,0.9692,1,33.084364948016,33.084364948016,33.084364948016,–,33.084364948016,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4706,229,13.4862326372,291,33.842,77,0,88,199,248
Morgan St.,Kevin Broadus,MEAC,,0,1,1,0,-10,0,1,70,N/A,-17,23,58,58,0.396551724137931,N/A,23,N/A,7,18,0.388888888888889,N/A,7,N/A,0.3,N/A,0.310344827586207,N/A,17,24,0.708333333333333,N/A,17,N/A,0.413793103448276,N/A,99.3189557321226,N/A,0.841269841269841,N/A,11,N/A,0.297297297297297,N/A,26,N/A,37,N/A,0.480519480519481,N/A,8,N/A,0.347826086956522,N/A,16,N/A,3,N/A,23,N/A,-5,N/A,-12,N/A,5,N/A,11,N/A,22,N/A,87,N/A,28,65,65,0.430769230769231,N/A,28,N/A,4,26,0.153846153846154,N/A,4,N/A,0.137931034482759,N/A,0.4,N/A,0.895522388059701,N/A,14,N/A,0.35,N/A,26,N/A,40,N/A,15,N/A,0.535714285714286,N/A,7,N/A,18,N/A,29,N/A,29,N/A,38,N/A,18,48,7,17,13,19,0.375,0.411764705882353,0.684210526315789,8,17,25,8,15,2,8,17,8,15,2,56,0.7826,0.8276,1,0.9444,0.7647,0.7917,0.9457,1.0588,0.9659,0.7273,0.6538,0.6757,1,0.9375,0.6667,0.8,1,37.7568699915664,37.7568699915664,37.7568699915664,–,37.7568699915664,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4659,236,-5.41514815155556,349,11.221,262,87,20,282.333333333333,340
